Gender,Race/Ethnicity,Year,State,"HD 
ALL,ALL,2010,New Jersey,6.12,80.3,12.0,88.0,35.4,13.3,81.3," 37,230 ",5.95,5.89,6.53,8.4,8.2,39.3,36.6,56.1,12.8,16.8,7.2,93.6,24.0,67.3     ,4.0,17.0,33.0    ,43.9,46.8    ,87.2,68.6,"22,592","39,707","3,553","17,775       ",411,101       ,82.3,6.5,"8,791,894",23.5,13.5,94.7,5.3      ,59.3      ,17.7      ,12.8      ,8.2      ,0.1      ,1.9      ,54.3,46.7,66.4,3.7     ,19.0,"13,737   ",0.15    ,13.9     ,9.1     ,488   ,4.8,8.2,20.4     ,8.8,80.6,8.4,23.7,20.1     ,31.8,16.8,18.2,16.0,"1,327   ",1151,200    ,"13,317   ",27.0      ,999    ,0.8     ,0.9     ,11.1     ,92     ,290    ,"2,047    ",4.4,70.9    ,7.7     ,"1,035   ",11.7     ,4.0     ,62     ,"26,490  ",305    ,"62,892    ",61.9     ,-3.0     ,"1,322     ",29.2,0,15,15.5     ,"1,114,619  ","292,871  ",0.13   ,40    ,112     ,"5,498   ","3,014    ","304,378   ",960   ,77.9     ,"49,020    ",7.25     ,0.464     ,10.3     ,14.5     ,"7,070     ",45     ,5.0     ,8.4     ,19.3     ,22.5     ,4.0     ,39.3     ,15.8     ,26.6     ,0.1     ,7.9     ,10.4     
ALL,ALL,2010,New Mexico,4.52,78.4,16.7,83.3,25.0,10.8,74.7," 25,481 ",5.18,4.48,3.90,7.9,8.7,97.9,60.3,79.4,32.7,32.9,12.0,67.5,22.0,42.9     ,16.0,14.0,67.0    ,20.6,23.8    ,67.3,72.4,"12,520","24,480","1,462","9,821       ",1363,210       ,65.8,9.7,"2,059,179",25.2,13.2,77.4,22.6      ,40.5      ,46.3      ,1.7      ,1.3      ,8.5      ,1.7      ,48.3,36.0,67.9,3.6     ,10.3,"3,475   ",0.17    ,5.7     ,12.7     ,565   ,5.6,8.7,41.5     ,15.0,85.2,7.9,26.3,53.0     ,23.8,21.5,16.4,21.0,313   ,562,28    ,"8,494   ",47.0      ,528    ,1.6     ,1.8     ,11.1     ,48     ,559    ,"3,601    ",5.6,61.5    ,20.1     ,957   ,45.9     ,10.8     ,60     ,"6,330  ",307    ,"45,972    ",54.7     ,-7.3     ,"1,458     ",30.4,0,5,29.9     ,"9,165,816  ","8,566,014  ",0.99   ,4    ,13     ,"7,706   ",16    ,"360,589   ","1,951   ",72.9     ,"33,872    ",7.50     ,0.464     ,20.4     ,30.0     ,"10,784     ",61     ,11.9     ,6.2     ,6.7     ,10.0     ,2.9     ,33.8     ,18.2     ,24.3     ,1.2     ,12.0     ,10.5     
ALL,ALL,2010,New York,5.66,80.5,15.1,84.9,32.5,14.0,79.1," 32,088 ",6.03,5.44,5.50,8.4,8.2,37.2,42.3,65.0,24.0,23.7,10.9,108.6,25.8,60.1     ,8.0,17.0,48.0    ,35.0,30.0    ,76.0,68.9,"16,606","41,626","3,848","19,560       ",421,208       ,79.7,7.3,"19,378,102",22.3,13.5,87.9,12.1      ,58.3      ,17.6      ,14.4      ,7.3      ,0.3      ,2.1      ,53.2,41.4,54.3,5.0     ,5.5,"65,606   ",0.32    ,16.6     ,7.7     ,300   ,5.1,8.2,22.3     ,9.9,84.4,8.4,24.5,22.7     ,36.4,18.1,19.6,14.0,"2,988   ",4985,150    ,"9,461   ",38.0      ,"2,971    ",1.1     ,1.1     ,0.0     ,241     ,407    ,"1,922    ",3.5,59.7    ,7.7     ,"2,848   ",14.6     ,16.9     ,41     ,"62,211  ",317    ,"54,154    ",53.2     ,-8.3     ,528     ,24.1,7,24,11.0     ,"2,487,402  ","537,896  ",0.39   ,166    ,86     ,"135,820   ","1,444    ","220,890   ",879   ,74.4     ,"52,657    ",7.25     ,0.499     ,14.9     ,21.2     ,"7,932     ",184     ,10.0     ,7.3     ,25.2     ,30.0     ,2.8     ,37.3     ,19.4     ,25.7     ,0.3     ,7.5     ,9.9     
ALL,ALL,2010,North Carolina,4.57,77.8,15.3,84.7,26.5,8.7,76.2," 26,398 ",4.92,4.65,4.14,9.3,9.1,69.0,56.3,66.3,23.1,28.8,9.9,84.1,20.9,49.5     ,7.0,12.0,50.0    ,33.7,37.0    ,76.9,64.0,"12,874","33,290","1,832","9,162       ",532,215       ,72.0,8.4,"9,535,483",23.9,12.9,66.1,33.9      ,65.3      ,8.4      ,21.2      ,2.2      ,1.1      ,1.8      ,52.3,34.4,67.2,2.3     ,9.3,"12,191   ",0.14    ,5.4     ,11.5     ,361   ,7.0,9.1,28.7     ,12.6,84.1,9.3,29.1,38.3     ,25.0,21.8,15.2,17.0,"1,490   ",1782,34    ,"9,287   ",37.0      ,"2,650    ",2.1     ,2.2     ,4.5     ,141     ,353    ,"3,370    ",4.9,65.7    ,12.0     ,"1,984   ",20.3     ,10.0     ,64     ,"39,042  ",366    ,"35,449    ",64.6     ,11.8     ,"1,051     ",25.9,3,12,16.9     ,"6,510,386  ","1,103,298  ",0.61   ,316    ,35     ,"6,696   ",761    ,"318,046   ","1,661   ",75.8     ,"39,627    ",7.25     ,0.464     ,17.5     ,24.9     ,"6,992     ",26     ,10.1     ,8.5     ,3.1     ,3.5     ,2.8     ,33.9     ,16.2     ,24.4     ,0.8     ,10.6     ,14.1     
ALL,ALL,2010,North Dakota,4.90,79.5,9.7,90.3,27.6,7.9,74.1," 27,142 ",5.65,4.71,4.34,7.6,6.7,57.2,65.0,64.2,11.6,20.5,12.1,50.0,17.3,37.6     ,4.0,14.0,32.0    ,35.8,42.6    ,88.4,67.4,"12,503","17,342","3,929","10,211       ",1317,282       ,76.5,6.5,"672,591",22.3,14.5,59.9,40.1      ,88.9      ,2.0      ,1.1      ,1.0      ,5.3      ,1.6      ,40.2,19.1,66.9,1.1     ,1.7,799   ,0.11    ,3.9     ,10.0     ,687   ,6.8,6.7,28.3     ,6.5,81.0,7.6,27.8,28.8     ,25.0,21.9,23.8,11.0,109   ,77,33    ,"8,902   ",22.0      ,56    ,0.6     ,0.5     ,-20.0     ,18     ,245    ,"2,010    ",4,25.0    ,15.6     ,272   ,38.9     ,8.6     ,39     ,"1,450  ",226    ,"49,655    ",60.6     ,-6.5     ,274     ,17.0,0,3,76.7     ,"1,547,253  ","131,434  ",5.12   ,18    ,0     ,…,0    ,"631,739   ","2,361   ",82.8     ,"49,847    ",7.25     ,0.433     ,13.0     ,16.2     ,"9,903     ",15     ,7.5     ,3.5     ,6.8     ,…,2.4     ,34.5     ,17.1     ,24.3     ,1.7     ,10.3     ,12.1     
ALL,ALL,2010,Ohio,4.71,77.8,11.9,88.1,24.6,8.9,77.9," 27,109 ",4.90,4.89,4.33,9.9,8.6,59.0,54.3,66.3,18.6,28.2,7.7,102.7,22.6,46.3     ,2.0,15.0,43.0    ,33.7,38.9    ,81.4,61.5,"17,964","33,450","3,227","12,026       ",264,159       ,75.0,6.5,"11,536,504",23.7,14.1,77.9,22.1      ,81.1      ,3.1      ,12.0      ,1.7      ,0.2      ,1.9      ,51.9,31.9,68.4,1.3     ,23.5,"12,569   ",0.11    ,4.8     ,8.9     ,369   ,7.7,8.6,32.3     ,12.2,86.1,9.9,29.7,34.1     ,28.5,25.1,20.1,14.0,"1,901   ",2238,90    ,"8,907   ",34.0      ,"2,523    ",1.6     ,1.6     ,0.0     ,211     ,300    ,"3,117    ",4.3,67.8    ,12.2     ,"3,658   ",31.7     ,11.4     ,21     ,"51,160  ",445    ,"39,777    ",64.6     ,-3.3     ,581     ,22.0,5,15,23.3     ,"17,889,563  ","4,099,680  ",1.29   ,427    ,34     ,436   ,"3,531    ","351,250   ","1,124   ",76.7     ,"36,892    ",7.25     ,0.452     ,15.8     ,23.3     ,"7,044     ",113     ,10.0     ,6.7     ,14.2     ,…,6.0     ,33.2     ,17.0     ,25.2     ,0.4     ,8.0     ,16.3     
ALL,ALL,2010,Oklahoma,4.14,75.9,13.8,86.2,22.9,7.5,75.7," 25,275 ",4.12,4.45,3.84,10.1,8.4,81.6,57.7,73.4,21.5,28.4,9.3,64.8,19.7,46.0     ,6.0,15.0,60.0    ,26.6,27.3    ,78.5,60.2,"11,938","27,059","2,578","8,504       ",669,91       ,71.3,7.9,"3,751,351",24.8,13.5,66.2,33.8      ,68.7      ,8.9      ,7.3      ,1.7      ,8.2      ,5.3      ,47.4,28.8,67.8,2.5     ,12.2,"5,229   ",0.13    ,4.6     ,11.9     ,265   ,7.6,8.4,40.9     ,13.0,78.7,10.1,31.1,50.4     ,21.0,26.1,16.5,17.0,603   ,809,36    ,"9,469   ",40.0      ,"1,012    ",2.3     ,1.9     ,-21.1     ,91     ,469    ,"3,401    ",5.7,70.3    ,16.5     ,"1,588   ",41.6     ,8.4     ,41     ,"26,155  ",668    ,"20,990    ",49.2     ,-15.6     ,"1,668     ",11.4,1,6,29.3     ,"4,447,300  ","1,248,558  ",5.59   ,104    ,8     ,…,0    ,"422,545   ",549   ,73.8     ,"35,726    ",7.25     ,0.454     ,16.9     ,24.7     ,"8,130     ",63     ,11.4     ,4.4     ,5.7     ,5.0     ,3.7     ,31.9     ,16.8     ,25.4     ,0.7     ,11.5     ,13.6     
ALL,ALL,2010,Oregon,4.86,79.5,11.2,88.8,28.8,10.5,76.0," 25,719 ",5.63,4.99,3.96,6.9,6.3,60.7,59.1,69.6,23.7,24.7,7.9,92.7,24.0,43.7     ,11.0,14.0,51.0    ,30.4,32.7    ,76.3,47.8,"16,402","36,589","3,314","10,776       ",716,157       ,81.5,9.4,"3,831,074",22.6,13.9,81.0,19.0      ,78.5      ,11.7      ,1.7      ,3.6      ,1.1      ,3.3      ,54.3,42.8,62.5,2.8     ,23.4,"19,492   ",0.45    ,5.6     ,10.8     ,424   ,4.9,6.3,23.9     ,12.4,79.7,6.9,26.7,28.2     ,28.3,19.7,16.5,15.0,621   ,564,30    ,"7,156   ",35.0      ,867    ,1.7     ,1.8     ,5.6     ,90     ,248    ,"3,224    ",2.4,51.9    ,17.1     ,"1,140   ",29.2     ,,73     ,"14,079  ",370    ,"59,308    ",63.2     ,-12.2     ,459     ,28.9,0,7,11.0     ,"5,255,829  ","768,227  ",0.63   ,28    ,13     ,25   ,508    ,"305,217   ","2,236   ",75.9     ,"46,573    ",8.40     ,0.449     ,15.8     ,21.6     ,"6,391     ",43     ,12.3     ,7.8     ,17.0     ,6.0     ,4.6     ,34.5     ,17.0     ,25.2     ,1.7     ,8.8     ,12.6     
ALL,ALL,2010,Pennsylvania,5.07,78.5,11.6,88.4,27.1,10.4,78.6," 29,294 ",5.21,5.14,4.87,8.8,8.4,59.6,50.3,58.6,15.9,21.8,7.9,86.2,22.8,49.7     ,3.0,16.0,39.0    ,41.4,38.9    ,84.1,60.9,"19,916","40,548","3,577","13,115       ",186,209       ,75.4,6.4,"12,702,379",22.0,15.4,78.7,21.3      ,79.5      ,5.7      ,10.4      ,2.7      ,0.1      ,1.6      ,50.6,33.3,70.1,1.1     ,10.0,"14,516   ",0.12    ,8.3     ,9.7     ,437   ,7.3,8.4,28.2     ,10.0,88.1,8.8,28.6,27.0     ,32.6,22.4,18.3,11.0,"2,283   ",2232,25    ,"15,227   ",32.0      ,"2,171    ",1.3     ,1.3     ,0.0     ,239     ,349    ,"2,166    ",5.4,76.3    ,11.9     ,"3,327   ",26.1     ,1.2     ,53     ,"46,313  ",368    ,"42,645    ",59.4     ,-5.1     ,510     ,14.6,2,19,22.1     ,"14,886,133  ","4,672,988  ",1.93   ,95    ,95     ,"2,956   ","2,672    ","327,923   ",854   ,75.5     ,"39,455    ",7.25     ,0.461     ,13.4     ,19.1     ,"8,324     ",95     ,9.4     ,7.2     ,15.0     ,…,2.8     ,35.0     ,16.2     ,25.8     ,0.4     ,8.5     ,14.1     
ALL,ALL,2010,Rhode Island,5.38,79.9,16.5,83.5,30.2,12.2,79.1," 30,606 ",5.78,5.19,5.17,7.4,7.7,47.3,51.9,64.8,23.6,22.7,8.2,97.1,23.0,56.5     ,5.0,18.0,43.0    ,35.2,33.9    ,76.4,65.4,"19,815","42,610","3,652","16,368       ",798,225       ,80.4,7.3,"1,052,567",21.3,14.4,90.7,9.3      ,76.4      ,12.4      ,4.9      ,2.8      ,0.4      ,3.1      ,51.8,43.7,60.8,1.8     ,19.1,"1,282   ",0.15    ,5.4     ,8.0     ,319   ,7.1,7.7,10.3     ,10.9,88.4,7.4,25.4,22.3     ,37.1,20.0,19.7,12.0,183   ,203,175    ,"14,131   ",35.0      ,151    ,1.0     ,1.0     ,0.0     ,12     ,252    ,"2,572    ",3.2,55.9    ,12.3     ,288   ,27.4     ,14.3     ,52     ,"4,190  ",241    ,"47,494    ",58.0     ,-0.9     ,402     ,22.1,0,4,10.7     ,"95,134  ","23,606  ",0.01   ,…,12     ,"3,461   ",339    ,"211,025   ",426   ,77.5     ,"41,061    ",7.40     ,0.467     ,14.0     ,19.0     ,"8,255     ",137     ,8.1     ,8.8     ,17.9     ,25.0     ,4.7     ,36.0     ,18.0     ,25.8     ,0.3     ,7.9     ,12.0     
ALL,ALL,2010,South Carolina,4.35,77.0,15.9,84.1,24.5,8.8,76.4," 25,558 ",4.56,4.56,3.92,10.1,9.9,74.9,50.5,71.7,31.8,31.9,9.8,106.5,20.9,48.9     ,5.0,14.0,55.0    ,28.3,31.8    ,68.2,68.3,"17,641","27,049","3,643","10,104       ",955,129       ,70.0,8.2,"4,625,364",23.4,13.7,66.3,33.7      ,64.1      ,5.1      ,27.7      ,1.3      ,0.4      ,1.6      ,53.8,34.1,68.7,2.2     ,15.3,"4,473   ",0.10    ,5.1     ,10.9     ,366   ,7.4,9.9,40.2     ,13.1,84.7,10.1,30.8,42.6     ,23.3,23.1,15.4,20.0,774   ,906,50    ,"8,897   ",35.0      ,"1,387    ",2.1     ,2.2     ,4.5     ,71     ,559    ,"3,822    ",6.9,73.1    ,13.5     ,"1,679   ",35.5     ,10.5     ,45     ,"25,275  ",537    ,"24,886    ",56.6     ,6.8     ,"1,312     ",10.0,0,8,20.0     ,"7,901,170  ","1,008,818  ",0.53   ,41    ,26     ,"73,428   ",814    ,"408,789   ","2,065   ",72.6     ,"31,345    ",…,0.461     ,18.2     ,26.1     ,"7,813     ",16     ,12.9     ,7.4     ,4.5     ,…,2.1     ,31.9     ,17.1     ,25.0     ,0.4     ,10.3     ,15.3     
ALL,ALL,2010,South Dakota,4.79,79.5,10.4,89.6,26.3,7.7,76.2," 25,706 ",5.61,4.81,3.96,6.6,6.8,57.6,59.4,68.7,18.2,21.4,11.1,58.2,17.2,38.1     ,3.0,14.0,37.0    ,31.3,41.7    ,81.8,71.8,"12,603","21,871","4,700","9,548       ",721,114       ,76.9,6.2,"814,180",24.9,14.3,56.7,43.3      ,84.7      ,2.7      ,1.2      ,0.9      ,8.5      ,1.9      ,41.6,25.5,68.0,2.1     ,5.1,731   ,0.09    ,2.6     ,9.8     ,616   ,6.9,6.8,40.1     ,9.7,84.3,6.6,28.1,34.9     ,23.0,23.0,22.1,13.0,137   ,141,50    ,"9,104   ",34.0      ,162    ,1.2     ,1.4     ,14.3     ,22     ,322    ,"2,060    ",3,28.6    ,17.5     ,585   ,70.2     ,6.7     ,39     ,"3,358  ",417    ,"29,780    ",59.4     ,-12.9     ,770     ,20.0,1,2,16.5     ,"2,351,005  ","2,111,644  ",2.61   ,8    ,2     ,…,0    ,"340,512   ",719   ,82.0     ,"43,561    ",7.25     ,0.442     ,14.4     ,18.2     ,"10,135     ",36     ,7.7     ,4.0     ,5.5     ,…,2.2     ,34.2     ,16.9     ,25.0     ,1.8     ,9.3     ,12.9     
ALL,ALL,2010,Tennessee,4.22,76.3,16.4,83.6,23.1,8.5,75.3," 25,936 ",4.29,4.36,4.02,10.4,9.0,74.8,59.2,74.2,19.6,29.4,9.7,82.9,21.9,44.5     ,3.0,12.0,55.0    ,25.8,23.9    ,80.4,62.0,"13,759","28,745","3,128","8,760       ",606,127       ,70.4,9.2,"6,346,105",23.6,13.4,66.4,33.6      ,75.6      ,4.6      ,16.5      ,1.4      ,0.3      ,1.6      ,52.7,33.3,68.1,2.0     ,17.4,"10,276   ",0.17    ,5.5     ,10.6     ,245   ,7.9,9.0,33.9     ,12.8,87.7,10.4,29.2,43.2     ,26.0,23.0,10,14.0,"10,058   ",1479,67    ,"5,034   ",38.0      ,"1,501    ",1.7     ,1.9     ,10.5     ,114     ,644    ,"3,371    ",6,65.6    ,14.6     ,"2,032   ",31.5     ,6.2     ,25     ,"26,998  ",434    ,"25,557    ",52.2     ,-7.3     ,"1,722     ",18.9,1,10,20.7     ,"14,220,266  ","6,267,216  ",1.24   ,"1,956    ",13     ,"40,365   ",125    ,"388,646   ","2,018   ",74.1     ,"36,370    ",…,0.468     ,17.7     ,25.7     ,"8,329     ",18     ,14.5     ,8.0     ,5.1     ,…,8.4     ,32.2     ,16.5     ,25.6     ,0.5     ,9.6     ,15.6     
ALL,ALL,2010,Texas,4.65,78.5,19.3,80.7,25.9,8.6,76.3," 27,034 ",5.19,4.46,4.31,9.7,8.4,59.6,57.3,71.7,21.1,28.7,10.7,70.0,20.9,43.0     ,15.0,9.0,50.0    ,28.3,40.0    ,78.9,56.2,"14,585","31,674","1,585","9,350       ",407,154       ,69.5,8.2,"25,145,561",27.3,10.3,84.7,15.3      ,45.3      ,37.6      ,11.5      ,3.8      ,0.3      ,1.5      ,50.3,32.6,63.6,5.2     ,13.7,"35,121   ",0.15    ,7.4     ,12.4     ,333   ,6.1,8.4,31.5     ,14.8,83.0,9.7,30.4,52.2     ,21.5,19.2,18.9,24.0,"3,001   ",4283,12    ,"4,657   ",37.0      ,"8,077    ",2.2     ,2.3     ,4.3     ,481     ,409    ,"3,362    ",4.4,65.3    ,11.7     ,"7,711   ",29.6     ,9.1     ,24     ,"173,232  ",668    ,"19,159    ",49.7     ,-7.4     ,"2,469     ",23.2,4,30,27.9     ,"27,761,403  ","2,510,761  ",1.07   ,"9,488    ",48     ,"13,636   ",250    ,"533,133   ","1,316   ",74.3     ,"45,025    ",7.25     ,0.469     ,17.9     ,25.7     ,"7,119     ",4     ,10.2     ,6.1     ,5.1     ,…,2.1     ,33.1     ,16.7     ,25.6     ,0.5     ,11.7     ,12.3     
ALL,ALL,2010,Utah,5.03,80.2,9.4,90.6,29.3,9.4,76.9," 25,958 ",5.92,5.14,4.03,6.1,7.0,53.4,59.3,66.5,21.4,16.7,6.0,74.5,18.0,40.5     ,7.0,12.0,38.0    ,33.5,34.9    ,78.6,53.3,"10,768","14,769","2,860","7,149       ",496,156       ,84.7,6.0,"2,763,885",31.5,9.0,90.6,9.4      ,80.4      ,13.0      ,0.9      ,2.0      ,1.0      ,2.8      ,48.8,35.5,69.9,4.1     ,45.2,"3,284   ",0.14    ,4.7     ,13.1     ,486   ,4.9,7.0,30.2     ,12.5,83.1,6.1,24.4,27.9     ,21.0,11.8,12,14.0,283   ,355,37    ,"10,487   ",18.0      ,494    ,0.7     ,1.1     ,36.4     ,36     ,206    ,"2,992    ",1.8,59.2    ,18.3     ,943   ,33.0     ,12.0     ,54     ,"6,459  ",232    ,"54,807    ",55.4     ,-5.9     ,344     ,22.1,0,5,24.7     ,"65,422,110  ","55,641,374  ",32.90   ,"4,406    ",16     ,"64,334   ",234    ,"304,504   ","2,292   ",77.7     ,"38,373    ",7.25     ,0.419     ,13.2     ,15.7     ,"6,090     ",31     ,4.8     ,4.4     ,6.9     ,…,5.1     ,34.6     ,15.3     ,27.5     ,0.3     ,9.8     ,12.4     
ALL,ALL,2010,Vermont,5.31,80.5,9.0,91.0,33.6,13.3,77.6," 27,111 ",6.02,5.59,4.33,6.4,6.1,62.9,51.9,58.7,8.6,23.5,6.8,80.0,22.9,55.4     ,2.0,15.0,37.0    ,41.3,46.0    ,91.4,53.5,"21,530","39,328","5,020","16,229       ",158,189       ,76.0,6.0,"625,741",20.7,14.6,38.9,61.1      ,94.3      ,1.5      ,0.9      ,1.3      ,0.3      ,1.7      ,54.2,38.8,70.4,1.3     ,0.4,"1,220   ",0.04    ,4.9     ,11.1     ,616   ,4.2,6.1,23.1     ,10.2,79.8,6.4,25.4,17.9     ,35.7,19.1,18.5,9.0,112   ,171,185    ,"9,833   ",43.0      ,116    ,0.8     ,1.3     ,38.5     ,23     ,143    ,"2,399    ",1.3,25.0    ,15.7     ,121   ,19.3     ,5.0     ,137     ,"2,082  ",250    ,"62,920    ",60.4     ,-8.9     ,0     ,37.2,0,3,10.9     ,"56,513  ","23,688  ",0.09   ,…,11     ,"67,768   ","7,486    ","273,597   ",947   ,80.2     ,"37,736    ",8.06     ,0.444     ,12.7     ,16.7     ,"8,496     ",146     ,9.0     ,4.6     ,12.3     ,32.0     ,2.4     ,37.6     ,16.8     ,23.7     ,1.2     ,9.9     ,10.7     
ALL,ALL,2010,Virginia,5.47,79.0,13.5,86.5,34.2,14.2,76.9," 32,527 ",5.42,5.38,5.59,7.9,8.2,56.0,51.0,60.9,18.8,17.5,7.4,64.1,20.7,49.5     ,7.0,13.0,37.0    ,39.1,39.7    ,81.2,63.9,"18,110","28,317","3,384","11,809       ",587,135       ,80.2,6.6,"8,001,024",23.2,12.2,75.5,24.5      ,64.8      ,7.9      ,19.0      ,5.5      ,0.3      ,2.5      ,50.4,35.2,67.7,2.0     ,21.4,"9,080   ",0.11    ,8.9     ,10.9     ,451   ,6.8,8.2,25.3     ,8.0,80.3,7.9,29.2,27.4     ,27.0,20.9,17.9,14.0,"1,141   ",917,25    ,"8,093   ",20.0      ,"2,103    ",1.8     ,1.9     ,5.3     ,154     ,190    ,"2,162    ",3.8,70.1    ,11.7     ,"1,452   ",17.7     ,3.2     ,83     ,"39,224  ",505    ,"37,452    ",66.4     ,9.6     ,"1,504     ",18.6,0,13,16.7     ,"2,836,076  ","699,355  ",0.43   ,44    ,31     ,"5,971   ",428    ,"342,737   ","1,573   ",77.6     ,"47,118    ",7.25     ,0.459     ,11.1     ,14.5     ,"13,489     ",18     ,6.9     ,5.0     ,4.7     ,20.0     ,2.5     ,40.4     ,15.8     ,23.8     ,0.5     ,9.2     ,10.4     
ALL,ALL,2010,Washington,5.40,79.9,10.2,89.8,31.1,11.1,74.9," 31,370 ",5.80,5.06,5.34,6.9,6.3,57.8,58.2,65.6,22.8,21.1,6.9,92.9,21.3,43.2     ,9.0,12.0,40.0    ,34.4,40.4    ,77.2,48.3,"16,253","36,117","3,266","10,537       ",665,162       ,86.1,8.1,"6,724,540",23.5,12.3,84.0,16.0      ,72.5      ,11.2      ,3.4      ,7.1      ,1.3      ,4.4      ,51.1,41.0,63.1,2.8     ,15.6,"22,878   ",0.34    ,8.0     ,12.2     ,334   ,4.5,6.3,21.1     ,10.1,82.7,6.9,26.5,26.7     ,27.1,17.5,17.8,14.0,972   ,1177,35    ,"9,211   ",37.0      ,"1,368    ",1.4     ,1.6     ,12.5     ,120     ,296    ,"3,659    ",3,54.6    ,13.9     ,"2,193   ",31.8     ,4.1     ,44     ,"17,772  ",266    ,"65,215    ",64.1     ,-4.2     ,693     ,32.7,3,8,12.2     ,"7,528,351  ","5,506,956  ",0.13   ,125    ,48     ,"34,115   ",419    ,"323,884   ","1,009   ",76.4     ,"45,942    ",8.55     ,0.441     ,13.4     ,18.2     ,"7,602     ",61     ,8.7     ,6.5     ,20.2     ,…,4.6     ,37.2     ,16.7     ,24.2     ,1.4     ,9.3     ,11.1     
